epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
71,1835.06,0.40043,0.85453,0.99942,0.40749,0.000727268,0.000727268,0.000727268
72,1861,0.39013,0.84973,0.99942,0.40144,0.00072025,0.00072025,0.00072025
73,1886.34,0.39123,0.85482,0.99913,0.39495,0.000713177,0.000713177,0.000713177
74,1912.29,0.38626,0.8538,0.99956,0.40398,0.000706051,0.000706051,0.000706051
75,1938.13,0.38897,0.85293,0.99913,0.41131,0.000698875,0.000698875,0.000698875
76,1963.49,0.38713,0.85511,0.99956,0.40431,0.00069165,0.00069165,0.00069165
77,1989.39,0.37743,0.85438,0.99956,0.40199,0.000684378,0.000684378,0.000684378
78,2015.28,0.37831,0.85685,0.99927,0.40063,0.000677061,0.000677061,0.000677061
79,2040.66,0.37656,0.857,0.99942,0.40088,0.0006697,0.0006697,0.0006697
80,2066.66,0.37533,0.85249,0.99942,0.41213,0.000662297,0.000662297,0.000662297
81,2092.47,0.37359,0.85583,0.99927,0.40874,0.000654854,0.000654854,0.000654854
82,2118.2,0.36385,0.85525,0.99927,0.40602,0.000647373,0.000647373,0.000647373
83,2142.96,0.36674,0.85395,0.99927,0.40857,0.000639856,0.000639856,0.000639856
84,2168.87,0.36024,0.85525,0.99927,0.41521,0.000632305,0.000632305,0.000632305
85,2194.83,0.35949,0.85467,0.99927,0.40967,0.000624721,0.000624721,0.000624721
86,2220.15,0.35888,0.85671,0.99927,0.39896,0.000617106,0.000617106,0.000617106
87,2246.06,0.35959,0.85685,0.99927,0.40548,0.000609463,0.000609463,0.000609463
88,2271.86,0.34701,0.8554,0.99942,0.40644,0.000601792,0.000601792,0.000601792
89,2297.3,0.35395,0.857,0.99942,0.40674,0.000594097,0.000594097,0.000594097
90,2322.98,0.35242,0.85685,0.99927,0.39893,0.000586379,0.000586379,0.000586379
91,2348.93,0.34516,0.85816,0.99927,0.40564,0.000578639,0.000578639,0.000578639
92,2374.37,0.34132,0.85613,0.99927,0.40479,0.00057088,0.00057088,0.00057088
93,2400.22,0.34586,0.857,0.99927,0.40428,0.000563104,0.000563104,0.000563104
94,2426.13,0.33278,0.85627,0.99927,0.40935,0.000555312,0.000555312,0.000555312
95,2451.95,0.34289,0.85569,0.99913,0.41002,0.000547507,0.000547507,0.000547507
96,2477.6,0.34109,0.85365,0.99927,0.41471,0.00053969,0.00053969,0.00053969
97,2503.4,0.33547,0.85322,0.99927,0.4103,0.000531864,0.000531864,0.000531864
98,2529.42,0.3302,0.85569,0.99913,0.41818,0.00052403,0.00052403,0.00052403
99,2554,0.33216,0.85511,0.99927,0.41152,0.00051619,0.00051619,0.00051619
100,2579.9,0.33119,0.85307,0.99927,0.41917,0.000508346,0.000508346,0.000508346
101,2605.75,0.3234,0.85554,0.99927,0.41912,0.0005005,0.0005005,0.0005005
102,2630.56,0.32088,0.85511,0.99927,0.41767,0.000492654,0.000492654,0.000492654
103,2656.42,0.32423,0.85496,0.99927,0.42252,0.00048481,0.00048481,0.00048481
104,2682.36,0.31784,0.85409,0.99927,0.42421,0.00047697,0.00047697,0.00047697
105,2707.87,0.32437,0.85714,0.99927,0.4176,0.000469136,0.000469136,0.000469136
106,2734,0.31521,0.85772,0.99927,0.42057,0.00046131,0.00046131,0.00046131
107,2759.78,0.31612,0.85729,0.99942,0.42552,0.000453493,0.000453493,0.000453493
108,2785.48,0.31134,0.85816,0.99942,0.42099,0.000445688,0.000445688,0.000445688
109,2810.8,0.3134,0.85656,0.99956,0.41825,0.000437896,0.000437896,0.000437896
110,2836.71,0.31217,0.85758,0.99956,0.41884,0.00043012,0.00043012,0.00043012
111,2862.58,0.30736,0.85743,0.99956,0.42222,0.000422361,0.000422361,0.000422361
112,2887.74,0.30816,0.85874,0.99927,0.42194,0.000414621,0.000414621,0.000414621
113,2913.57,0.30561,0.85758,0.99942,0.41809,0.000406903,0.000406903,0.000406903
114,2939.43,0.30907,0.85729,0.99942,0.41964,0.000399208,0.000399208,0.000399208
115,2963.88,0.29952,0.85787,0.99942,0.42149,0.000391537,0.000391537,0.000391537
116,2989.74,0.29404,0.85743,0.99942,0.42608,0.000383894,0.000383894,0.000383894
117,3015.71,0.29464,0.85816,0.99942,0.42423,0.000376279,0.000376279,0.000376279
118,3041.35,0.29202,0.85772,0.99927,0.42128,0.000368695,0.000368695,0.000368695
119,3067.22,0.29341,0.857,0.99927,0.4295,0.000361144,0.000361144,0.000361144
120,3093.15,0.29176,0.85772,0.99927,0.42801,0.000353627,0.000353627,0.000353627
121,3119.05,0.28397,0.85816,0.99927,0.4293,0.000346146,0.000346146,0.000346146
122,3144.64,0.2849,0.85961,0.99927,0.43241,0.000338703,0.000338703,0.000338703
123,3170.5,0.2908,0.85918,0.99927,0.43295,0.0003313,0.0003313,0.0003313
124,3196.18,0.2848,0.85961,0.99942,0.42932,0.000323939,0.000323939,0.000323939
125,3221.49,0.27848,0.85976,0.99942,0.42948,0.000316622,0.000316622,0.000316622
126,3247.36,0.28139,0.86107,0.99942,0.43168,0.00030935,0.00030935,0.00030935
127,3273.01,0.27855,0.86034,0.99942,0.43234,0.000302125,0.000302125,0.000302125
128,3298.33,0.27338,0.85889,0.99942,0.43447,0.000294949,0.000294949,0.000294949
129,3324.03,0.27785,0.85743,0.99927,0.43778,0.000287823,0.000287823,0.000287823
130,3349.88,0.27372,0.85903,0.99913,0.43509,0.00028075,0.00028075,0.00028075
131,3375.02,0.27341,0.85729,0.99913,0.43616,0.000273732,0.000273732,0.000273732
132,3392.08,0.2766,0.85801,0.99913,0.44111,0.000266769,0.000266769,0.000266769
133,3408.6,0.27053,0.85816,0.99913,0.4405,0.000259864,0.000259864,0.000259864
134,3424.76,0.26458,0.8586,0.99913,0.44196,0.000253018,0.000253018,0.000253018
135,3440.64,0.26956,0.85874,0.99898,0.44423,0.000246234,0.000246234,0.000246234
136,3456.55,0.26318,0.85932,0.99898,0.44254,0.000239512,0.000239512,0.000239512
137,3472.39,0.26151,0.86019,0.99898,0.44123,0.000232855,0.000232855,0.000232855
138,3487.93,0.25324,0.86063,0.99898,0.44979,0.000226263,0.000226263,0.000226263
139,3503.61,0.25983,0.86019,0.99898,0.44592,0.000219739,0.000219739,0.000219739
140,3519.54,0.25738,0.85918,0.99898,0.45748,0.000213285,0.000213285,0.000213285
141,3535.22,0.2532,0.85961,0.99898,0.45497,0.000206901,0.000206901,0.000206901
142,3550.59,0.2504,0.85976,0.99898,0.45114,0.00020059,0.00020059,0.00020059
143,3566.57,0.25421,0.86005,0.99898,0.45522,0.000194353,0.000194353,0.000194353
144,3582.59,0.25648,0.85932,0.99898,0.45122,0.000188191,0.000188191,0.000188191
145,3598.67,0.24779,0.85932,0.99898,0.456,0.000182107,0.000182107,0.000182107
146,3614.65,0.24805,0.8586,0.99898,0.45243,0.000176101,0.000176101,0.000176101
